movie_odid,display_name,chart_type,territory,chart_date,release,rank,previous_rank,revenue,currency,local_revenue,tickets,theaters,total_revenue,total_local_revenue,total_tickets,days_in_release
181330100,Penguins of Madagascar,Weekend,Poland,2015-02-27,Penguins of Madagascar,6,4,250879,PLN,928277,0,0,7298166,27003944,0,31
181330100,Penguins of Madagascar,Weekend,Poland,2015-03-06,Penguins of Madagascar,8,6,112486,PLN,427773,0,0,7458669,28364572,0,38
181330100,Penguins of Madagascar,Weekend,Poland,2015-03-13,Penguins of Madagascar,14,8,56937,PLN,224616,0,0,7544820,29764315,0,45
181330100,Penguins of Madagascar,Weekend,Poland,2015-03-20,Penguins of Madagascar,15,14,32150,PLN,123257,0,0,7594593,29116151,0,52
181330100,Penguins of Madagascar,Weekend,Poland,2015-03-27,Penguins of Madagascar,15,15,25444,PLN,95751,0,0,7626349,28699477,0,59
181330100,Penguins of Madagascar,Weekend,Poland,2015-04-03,Penguins of Madagascar,14,15,7457,PLN,27885,0,0,7645500,28589583,0,66
181330100,Penguins of Madagascar,Weekend,Russia (CIS),2015-01-02,Penguins of Madagascar,12,0,20957,RUB,1232796,0,35,14941202,878916208,0,38
181330100,Penguins of Madagascar,Weekend,South Korea,2015-01-02,Penguins of Madagascar,3,0,3497972,KRW,3860816636,0,0,5968931,6588088213,0,3
181330100,Penguins of Madagascar,Weekend,South Korea,2015-01-09,Penguins of Madagascar,3,3,2135834,KRW,2319814741,0,0,9668438,10501277249,0,10
181330100,Penguins of Madagascar,Weekend,South Korea,2015-01-16,Penguins of Madagascar,7,3,809601,KRW,871681205,0,0,11049815,11897114814,0,17
181330100,Penguins of Madagascar,Weekend,Spain,2015-01-02,Penguins of Madagascar,12,0,184663,EUR,153695,0,203,5150896,4287091,0,38
181330100,Penguins of Madagascar,Weekend,Spain,2015-01-09,Penguins of Madagascar,17,12,49287,EUR,41662,0,155,5246513,4434877,0,45
181330100,Penguins of Madagascar,Weekend,Spain,2015-01-16,Penguins of Madagascar,20,17,32671,EUR,28368,0,105,5289958,4593271,0,52
181330100,Penguins of Madagascar,Weekend,Spain,2015-01-23,Penguins of Madagascar,24,20,23733,EUR,21042,0,85,5324324,4720546,0,59
181330100,Penguins of Madagascar,Weekend,Spain,2015-01-30,Penguins of Madagascar,29,24,15533,EUR,13758,0,55,5341505,4730971,0,66
181330100,Penguins of Madagascar,Weekend,Spain,2015-02-06,Penguins of Madagascar,36,29,6360,EUR,5613,0,43,5349117,4721131,0,73
181330100,Penguins of Madagascar,Weekend,Spain,2015-02-13,Penguins of Madagascar,36,36,6162,EUR,5402,0,34,5355910,4694991,0,80
181330100,Penguins of Madagascar,Weekend,Spain,2015-09-18,Penguins of Madagascar,87,0,56,EUR,49,0,1,5422284,4773779,0,297
181330100,Penguins of Madagascar,Weekend,Spain,2015-09-25,Penguins of Madagascar,77,87,173,EUR,155,0,1,5422473,4844980,0,304
181330100,Penguins of Madagascar,Weekend,Spain,2015-10-02,Penguins of Madagascar,48,77,133,EUR,118,0,1,5351182,4745428,0,311
181330100,Penguins of Madagascar,Weekend,Spain,2015-10-09,Penguins of Madagascar,48,48,221,EUR,194,55,1,5422856,4772113,0,318
181330100,Penguins of Madagascar,Weekend,Taiwan,2015-02-13,Penguins of Madagascar,2,0,424699,TWD,13310067,0,66,417906,13097174,0,3
181330100,Penguins of Madagascar,Weekend,Taiwan,2015-02-20,Penguins of Madagascar,4,2,415433,TWD,13194152,0,68,1236883,39283404,0,10
181330100,Penguins of Madagascar,Weekend,Taiwan,2015-02-27,Penguins of Madagascar,5,4,218371,TWD,6865584,0,66,1677082,52727458,0,17
181330100,Penguins of Madagascar,Weekend,Taiwan,2015-03-06,Penguins of Madagascar,7,5,53780,TWD,1698910,0,35,1742618,55049303,0,24
181330100,Penguins of Madagascar,Weekend,Taiwan,2015-03-13,Penguins of Madagascar,10,7,26369,TWD,836161,0,18,1779398,56424711,0,31
181330100,Penguins of Madagascar,Weekend,Taiwan,2015-03-20,Penguins of Madagascar,12,10,6919,TWD,217326,0,7,1790553,56241270,0,38
181330100,Penguins of Madagascar,Weekend,Taiwan,2015-03-27,Penguins of Madagascar,15,12,1385,TWD,43198,0,5,1793259,55931748,0,45
181330100,Penguins of Madagascar,Weekend,Turkey,2015-01-02,Penguins of Madagascar,11,0,46381,TRY,108647,0,62,2074043,4858446,0,38
181330100,Penguins of Madagascar,Weekend,Turkey,2015-01-09,Penguins of Madagascar,14,11,22049,TRY,50514,0,42,2155017,4937144,0,45
181330100,Penguins of Madagascar,Weekend,Turkey,2015-01-16,Penguins of Madagascar,22,14,5667,TRY,13227,0,33,2137542,4989237,0,52
181330100,Penguins of Madagascar,Weekend,Turkey,2015-01-23,Penguins of Madagascar,19,22,7002,TRY,16416,0,217,2129393,4992362,0,59
181330100,Penguins of Madagascar,Weekend,Turkey,2015-01-30,Penguins of Madagascar,24,19,4955,TRY,12090,0,18,2059836,5026000,0,66
181330100,Penguins of Madagascar,Weekend,Turkey,2015-02-06,Penguins of Madagascar,21,24,5214,TRY,12872,0,15,2049224,5059124,0,73
181330100,Penguins of Madagascar,Weekend,Turkey,2015-05-01,Penguins of Madagascar,36,0,705,TRY,1902,0,217,1892142,5103485,0,157
181330100,Penguins of Madagascar,Weekend,Turkey,2015-05-15,Penguins of Madagascar,33,0,459,TRY,1184,0,217,1988508,5129953,0,171
181330100,Penguins of Madagascar,Weekend,Turkey,2015-07-10,Penguins of Madagascar,22,0,1433,TRY,3818,0,217,1927621,5135761,0,227
181330100,Penguins of Madagascar,Weekend,Turkey,2015-10-16,Penguins of Madagascar,37,0,311,TRY,903,0,217,1779044,5165454,0,325
181330100,Penguins of Madagascar,Weekend,Turkey,2015-10-30,Penguins of Madagascar,43,0,165,TRY,480,0,217,1764295,5135510,0,339
181330100,Penguins of Madagascar,Weekend,Turkey,2015-11-06,Penguins of Madagascar,46,43,164,TRY,481,0,217,1759882,5156806,0,346
181330100,Penguins of Madagascar,Weekend,Turkey,2015-12-04,Penguins of Madagascar,40,0,103,TRY,297,0,1,1785044,5146996,0,374
181330100,Penguins of Madagascar,Weekend,Turkey,2015-12-11,Penguins of Madagascar,40,40,101,TRY,301,0,1,1727016,5138736,0,381
181330100,Penguins of Madagascar,Weekend,Turkey,2015-12-18,Penguins of Madagascar,36,40,137,TRY,399,0,1,1864392,5432279,0,388
181330100,Penguins of Madagascar,Weekend,Turkey,2016-03-11,Penguins of Madagascar,31,0,416,TRY,1197,0,0,1794681,5162938,0,472
181330100,Penguins of Madagascar,Weekend,Turkey,2016-05-20,Penguins of Madagascar,45,0,168,TRY,501,0,0,1726850,5146358,0,542
181330100,Penguins of Madagascar,Weekend,Turkey,2016-06-17,Penguins of Madagascar,40,0,353,TRY,1034,0,0,2027400,5941296,0,570
181330100,Penguins of Madagascar,Weekend,Turkey,2016-07-29,Penguins of Madagascar,32,0,335,TRY,1001,0,0,1925962,5757663,0,612
181330100,Penguins of Madagascar,Weekend,United Kingdom,2015-01-02,Penguins of Madagascar,10,0,965482,UKP,628529,0,0,10901584,7096931,0,31
181330100,Penguins of Madagascar,Weekend,United Kingdom,2015-01-09,Penguins of Madagascar,12,10,378109,UKP,249552,0,0,11369396,7503801,0,38
181330100,Penguins of Madagascar,Weekend,United Kingdom,2015-02-13,Penguins of Madagascar,14,0,123464,UKP,80202,0,0,12365306,8032503,0,73
181330100,Penguins of Madagascar,Weekend,United Kingdom,2015-04-03,Penguins of Madagascar,22,0,44164,UKP,29608,470,94,13269099,8895604,0,122
181330100,Penguins of Madagascar,Weekend,United Kingdom,2015-04-10,Penguins of Madagascar,20,22,25727,UKP,17564,384,67,13331367,9101324,0,129
181330100,Penguins of Madagascar,Weekend,United Kingdom,2015-05-08,Penguins of Madagascar,20,0,41508,UKP,26856,0,0,13527386,8752219,0,157
180630100,Minions,Weekend,Argentina,2015-07-03,Minions,1,0,5591777,ARS,50865040,0,170,6489301,59029278,0,4
180630100,Minions,Weekend,Argentina,2015-07-10,Minions,1,1,6511164,ARS,0,0,174,16038719,0,0,11
180630100,Minions,Weekend,Argentina,2015-07-17,Minions,1,1,4612686,ARS,0,0,172,23519881,0,0,18
180630100,Minions,Weekend,Argentina,2015-07-24,Minions,1,1,3885688,ARS,0,0,167,30161921,0,0,25
180630100,Minions,Weekend,Argentina,2015-07-31,Minions,1,1,2177977,ARS,0,0,160,34036395,0,0,32
180630100,Minions,Weekend,Argentina,2015-08-07,Minions,2,1,613392,ARS,0,0,127,34973628,0,0,39
180630100,Minions,Weekend,Argentina,2015-08-14,Minions,4,2,488773,ARS,0,0,130,35765473,0,0,46
180630100,Minions,Weekend,Argentina,2015-08-21,Minions,5,4,195269,ARS,0,0,85,36036676,0,0,53
180630100,Minions,Weekend,Argentina,2015-08-28,Minions,9,5,83252,ARS,0,0,63,36158837,0,0,60
180630100,Minions,Weekend,Argentina,2015-09-04,Minions,12,9,47745,ARS,0,0,33,36225744,0,0,67
180630100,Minions,Weekend,Argentina,2015-09-11,Minions,16,12,20589,ARS,0,0,15,36259068,0,0,74
180630100,Minions,Weekend,Argentina,2015-09-18,Minions,21,16,14756,ARS,0,0,8,36276867,0,0,81
180630100,Minions,Weekend,Argentina,2015-09-25,Minions,31,21,1197,ARS,0,0,3,36285827,0,0,88
180630100,Minions,Weekend,Argentina,2015-10-02,Minions,25,31,1493,ARS,0,0,2,36287639,0,0,95
180630100,Minions,Weekend,Argentina,2015-10-09,Minions,31,25,1107,ARS,0,647,2,36151488,0,0,102
180630100,Minions,Weekend,Argentina,2015-10-16,Minions,21,31,2353,ARS,0,844,3,36154412,0,0,109
180630100,Minions,Weekend,Argentina,2018-08-31,Minions,22,0,1516,ARS,56922,0,0,9012522,338400374,0,1159
180630100,Minions,Weekend,Argentina,2018-10-05,Minions,29,0,707,ARS,26972,0,0,8782107,335042651,0,1194
180630100,Minions,Weekend,Argentina,2018-11-09,Minions,32,0,634,ARS,22499,0,18,9389285,333193801,0,1229
180630100,Minions,Weekend,Australia,2015-06-19,Minions,2,0,4621659,AUD,5957319,0,487,4621659,5957319,0,4
180630100,Minions,Weekend,Australia,2015-06-26,Minions,3,2,3010273,AUD,3935029,0,479,8613843,11260016,0,11
180630100,Minions,Weekend,Australia,2015-07-03,Minions,2,3,3554675,AUD,4658757,0,453,15131213,19830968,0,18
180630100,Minions,Weekend,Australia,2015-07-10,Minions,2,2,3121624,AUD,4202954,0,435,20676360,27838651,0,25
180630100,Minions,Weekend,Australia,2015-07-17,Minions,5,2,1074554,AUD,1457848,0,317,22540895,30581232,0,32
180630100,Minions,Weekend,Australia,2015-07-24,Minions,8,5,435091,AUD,597728,0,245,22885301,31439827,0,39
180630100,Minions,Weekend,Australia,2015-07-31,Minions,7,8,261320,AUD,356415,0,227,23384166,31893664,0,46
180630100,Minions,Weekend,Australia,2015-08-07,Minions,9,7,149882,AUD,202731,0,186,23771987,32153990,0,53
180630100,Minions,Weekend,Australia,2015-08-14,Minions,9,9,109303,AUD,148182,0,168,23858008,32344301,0,60
180630100,Minions,Weekend,Australia,2015-08-21,Minions,12,9,85562,AUD,116518,0,119,23850329,32479378,0,67
180630100,Minions,Weekend,Australia,2015-08-28,Minions,21,12,62384,AUD,87506,0,116,23226315,32579552,0,74
180630100,Minions,Weekend,Australia,2015-09-04,Minions,21,21,44491,AUD,64321,0,115,22584453,32650344,0,81
180630100,Minions,Weekend,Australia,2015-09-11,Minions,40,21,7206,AUD,10187,0,28,23108789,32666584,0,88
180630100,Minions,Weekend,Australia,2015-09-18,Minions,32,40,8149,AUD,11284,0,33,23600526,32679649,0,95
180630100,Minions,Weekend,Australia,2015-09-25,Minions,28,32,11911,AUD,16981,0,28,22947133,32715727,0,102
180630100,Minions,Weekend,Australia,2015-10-02,Minions,33,28,7932,AUD,11291,0,19,22998449,32738292,0,109
180630100,Minions,Weekend,Australia,2015-10-09,Minions,41,33,4228,AUD,5769,0,2,23996716,32745918,0,116
180630100,Minions,Weekend,Australia,2015-10-16,Minions,60,41,1191,AUD,1640,0,4,23778360,32747558,0,123
180630100,Minions,Weekend,Australia,2015-12-11,Minions,65,0,815,AUD,1130,0,1,24846341,34441998,0,179
180630100,Minions,Weekend,Australia,2016-01-08,Minions,63,0,102,AUD,146,0,1,24846457,35617396,0,207
180630100,Minions,Weekend,Austria,2015-07-03,Minions,1,0,986910,EUR,889897,0,154,1148624,1035714,0,3
180630100,Minions,Weekend,Austria,2015-07-10,Minions,1,1,1005282,EUR,901637,0,158,3085347,2767248,0,10
180630100,Minions,Weekend,Austria,2015-07-17,Minions,1,1,551958,EUR,508795,0,164,4050473,3733726,0,17
180630100,Minions,Weekend,Austria,2015-07-24,Minions,1,1,444894,EUR,405343,0,170,4768131,4344244,0,24
180630100,Minions,Weekend,Austria,2015-07-31,Minions,1,1,458917,EUR,416146,0,165,5517200,5002997,0,31
180630100,Minions,Weekend,Austria,2015-08-07,Minions,2,1,141847,EUR,129450,0,164,5716780,5217133,0,38
180630100,Minions,Weekend,Austria,2015-08-14,Minions,2,2,226709,EUR,204061,0,162,6052657,5447997,0,45
180630100,Minions,Weekend,Austria,2015-08-21,Minions,4,2,101036,EUR,88972,0,159,6215107,5473023,0,52
180630100,Minions,Weekend,Austria,2015-08-28,Minions,5,4,52942,EUR,47388,0,151,6332998,5668667,0,59
180630100,Minions,Weekend,Austria,2015-09-04,Minions,1,5,168250,EUR,151341,0,148,6551937,5893467,0,66
180630100,Minions,Weekend,Austria,2015-09-11,Minions,1,1,59745,EUR,52695,0,137,6637336,5854130,0,73
180630100,Minions,Weekend,Austria,2015-09-18,Minions,3,1,61277,EUR,53948,0,124,6705785,5903773,0,80
180630100,Minions,Weekend,Austria,2015-09-25,Minions,7,3,51348,EUR,45879,0,110,6762263,6042082,0,87
180630100,Minions,Weekend,Austria,2015-10-02,Minions,9,7,24786,EUR,21980,0,90,6790699,6021992,0,94
180630100,Minions,Weekend,Austria,2015-10-09,Minions,12,9,17982,EUR,15824,0,65,6811028,5993705,0,101
180630100,Minions,Weekend,Austria,2015-10-16,Minions,17,12,10810,EUR,9516,0,52,6823689,6006893,0,108
180630100,Minions,Weekend,Austria,2015-10-23,Minions,20,17,5612,EUR,5095,0,28,6831430,6201572,0,115
180630100,Minions,Weekend,Austria,2015-10-30,Minions,26,20,3104,EUR,2811,0,16,6836181,6190846,0,122
180630100,Minions,Weekend,Austria,2015-11-06,Minions,19,26,4161,EUR,3872,0,10,6843465,6368529,0,129
180630100,Minions,Weekend,Austria,2015-11-13,Minions,23,19,2726,EUR,2543,0,10,6846178,6385430,0,136
180630100,Minions,Weekend,Austria,2015-11-20,Minions,26,23,1426,EUR,1338,0,7,6847842,6423961,0,143
180630100,Minions,Weekend,Austria,2015-11-27,Minions,26,26,1004,EUR,948,0,3,6847420,6462595,0,150
180630100,Minions,Weekend,Austria,2015-12-04,Minions,30,26,857,EUR,787,0,5,6847192,6291200,0,157
180630100,Minions,Weekend,Austria,2015-12-11,Minions,34,30,476,EUR,433,0,5,6848631,6224721,0,164
180630100,Minions,Weekend,Austria,2015-12-18,Minions,37,34,445,EUR,410,0,1,6849077,6314164,0,171
180630100,Minions,Weekend,Belgium,2015-07-10,Minions,1,0,1951697,EUR,1750477,0,149,2316724,2077870,0,5
180630100,Minions,Weekend,Belgium,2015-07-17,Minions,1,1,1108999,EUR,1022275,0,149,3785239,3489233,0,12
180630100,Minions,Weekend,Belgium,2015-07-24,Minions,1,1,931846,EUR,849005,0,149,5427553,4945044,0,19
180630100,Minions,Weekend,Belgium,2015-07-31,Minions,1,1,561055,EUR,508765,0,115,6228963,5648424,0,26
180630100,Minions,Weekend,Belgium,2015-08-07,Minions,2,1,297081,EUR,271116,0,132,6728047,6140016,0,33
180630100,Minions,Weekend,Belgium,2015-08-14,Minions,3,2,464087,EUR,417725,0,128,7326616,6594687,0,40
180630100,Minions,Weekend,Belgium,2015-08-21,Minions,3,3,208991,EUR,184037,0,123,7691511,6773145,0,47
180630100,Minions,Weekend,Belgium,2015-08-28,Minions,3,3,247965,EUR,221953,0,110,8072479,7225676,0,54
180630100,Minions,Weekend,Belgium,2015-09-04,Minions,3,3,156867,EUR,141102,0,99,8240898,7412688,0,61
180630100,Minions,Weekend,Belgium,2015-09-11,Minions,2,3,122229,EUR,107806,0,91,8371038,7383256,0,68
180630100,Minions,Weekend,Belgium,2015-09-18,Minions,5,2,89522,EUR,78815,0,81,8449852,7439250,0,75
180630100,Minions,Weekend,Belgium,2015-09-25,Minions,5,5,73971,EUR,66093,0,71,8529381,7621002,0,82
180630100,Minions,Weekend,Belgium,2015-10-02,Minions,6,5,62857,EUR,55742,0,71,8601856,7628126,0,89
180630100,Minions,Weekend,Belgium,2015-10-09,Minions,9,6,52873,EUR,46528,0,50,8658168,7619188,0,96
180630100,Minions,Weekend,Belgium,2015-10-16,Minions,12,9,44454,EUR,39133,0,38,8704380,7662466,0,103
180630100,Minions,Weekend,Belgium,2015-10-23,Minions,4,12,32908,EUR,29874,0,35,8738009,7932365,0,110
180630100,Minions,Weekend,Belgium,2015-10-30,Minions,16,4,21815,EUR,19756,0,33,8775447,7947045,0,117
180630100,Minions,Weekend,Belgium,2015-11-06,Minions,8,16,62714,EUR,58362,0,46,8852380,8238025,0,124
180630100,Minions,Weekend,Belgium,2015-11-13,Minions,16,8,21340,EUR,19904,0,19,8876170,8278804,0,131
180630100,Minions,Weekend,Belgium,2015-11-20,Minions,4,16,4941,EUR,4635,0,17,8879718,8330063,0,138
180630100,Minions,Weekend,Bolivia,2015-07-17,Minions,1,0,307460,BOB,2121351,49146,38,931211,6424983,0,11
180630100,Minions,Weekend,Bolivia,2015-07-24,Minions,2,1,113284,BOB,781614,18884,32,1083997,7479146,0,18
180630100,Minions,Weekend,Bolivia,2015-08-07,Minions,6,0,65153,BOB,448227,10911,17,1299718,8941540,0,32
180630100,Minions,Weekend,Bolivia,2015-08-14,Minions,3,6,31755,BOB,218779,5371,17,1350684,9305672,0,39
180630100,Minions,Weekend,Bolivia,2015-09-18,Minions,3,0,891,BOB,6148,252,3,1401642,9671330,0,74
180630100,Minions,Weekend,Brazil,2015-06-26,Minions,1,0,7321076,BRL,22858596,0,1084,8426626,26310454,0,4
180630100,Minions,Weekend,Brazil,2015-07-03,Minions,1,1,6033854,BRL,18771320,0,1049,18005200,56014177,0,11
180630100,Minions,Weekend,Brazil,2015-07-10,Minions,1,1,4912068,BRL,15637077,0,964,25994373,82750487,0,18
180630100,Minions,Weekend,Brazil,2015-07-17,Minions,2,1,2849352,BRL,9093707,0,820,31119876,99319084,0,25
180630100,Minions,Weekend,Brazil,2015-07-24,Minions,4,2,1687667,BRL,5620269,0,401,34532575,115000381,0,32
180630100,Minions,Weekend,Brazil,2015-07-31,Minions,4,4,1045519,BRL,3562920,0,401,36322218,123778855,0,39
180630100,Minions,Weekend,Brazil,2015-08-07,Minions,6,4,340182,BRL,1200196,0,418,36893716,130164719,0,46
180630100,Minions,Weekend,Brazil,2015-08-14,Minions,9,6,125980,BRL,436206,0,237,37146286,128619015,0,53
180630100,Minions,Weekend,Brazil,2015-08-21,Minions,16,9,33533,BRL,117265,0,84,37206396,130110767,0,60
180630100,Minions,Weekend,Brazil,2015-08-28,Minions,20,16,10482,BRL,37670,0,36,37646316,135293330,0,67
180630100,Minions,Weekend,Brazil,2015-09-04,Minions,28,20,1579,BRL,6015,0,15,37653700,143438005,0,74
180630100,Minions,Weekend,Brazil,2015-09-11,Minions,21,28,4367,BRL,16925,0,13,37661338,145964048,0,81
180630100,Minions,Weekend,Brazil,2015-09-18,Minions,12,21,6669,BRL,26149,0,13,37668584,147698518,0,88
180630100,Minions,Weekend,Brazil,2015-09-25,Minions,30,12,975,BRL,3850,0,9,37670637,148757578,0,95
180630100,Minions,Weekend,Brazil,2015-10-02,Minions,24,30,1721,BRL,6834,0,19,37673497,149608991,0,102
180630100,Minions,Weekend,Brazil,2015-10-09,Minions,16,24,3125,BRL,11668,0,60,37681827,140700174,0,109
180630100,Minions,Weekend,Brazil,2015-10-16,Minions,21,16,5909,BRL,22766,0,31,37701379,145252103,0,116
180630100,Minions,Weekend,Brazil,2015-10-23,Minions,21,21,2275,BRL,8864,0,9,37705091,146914117,0,123
180630100,Minions,Weekend,Brazil,2015-10-30,Minions,22,21,2005,BRL,7707,0,12,37708309,144946969,0,130
180630100,Minions,Weekend,Brazil,2015-11-06,Minions,23,22,1520,BRL,5784,0,4,37710030,143505519,0,137
180630100,Minions,Weekend,Brazil,2015-11-13,Minions,33,23,226,BRL,864,0,1,37710256,144185164,0,144
180630100,Minions,Weekend,Brazil,2015-11-20,Minions,31,33,391,BRL,1449,0,2,37710771,139710864,0,151
180630100,Minions,Weekend,Brazil,2015-11-27,Minions,36,31,320,BRL,1208,0,1,37711274,142307264,0,158
180630100,Minions,Weekend,Brazil,2015-12-04,Minions,39,36,333,BRL,1246,0,1,37712080,141141231,0,165
180630100,Minions,Weekend,Bulgaria,2015-07-10,Minions,1,0,268491,BGN,470906,51274,0,268491,470906,51274,3
180630100,Minions,Weekend,Bulgaria,2015-07-17,Minions,1,1,123548,BGN,222745,23706,59,627731,1131737,128877,10
180630100,Minions,Weekend,Bulgaria,2015-07-24,Minions,1,1,64884,BGN,115624,12317,58,818342,1458285,166787,17
180630100,Minions,Weekend,Bulgaria,2015-07-31,Minions,2,1,50968,BGN,90361,9857,53,938290,1663494,190888,24
180630100,Minions,Weekend,Bulgaria,2015-08-07,Minions,2,2,37181,BGN,66383,7661,57,1009255,1801924,0,31
180630100,Minions,Weekend,Bulgaria,2015-08-14,Minions,3,2,22474,BGN,39558,4379,0,1085616,1910901,220870,38
180630100,Minions,Weekend,Bulgaria,2015-08-21,Minions,3,3,32098,BGN,55251,6029,0,1175677,2023692,234131,45
180630100,Minions,Weekend,Bulgaria,2015-08-28,Minions,4,3,15993,BGN,28000,3164,0,1193130,2088932,242029,52
180630100,Minions,Weekend,Bulgaria,2015-09-04,Minions,2,4,13698,BGN,24099,2651,48,1199021,2109438,0,59
180630100,Minions,Weekend,Bulgaria,2015-09-11,Minions,5,2,12632,BGN,22223,2424,0,1241087,2183444,253170,66
180630100,Minions,Weekend,Bulgaria,2015-09-18,Minions,5,5,7199,BGN,12398,1329,0,1283434,2210201,256430,73
180630100,Minions,Weekend,Bulgaria,2015-09-25,Minions,7,5,6515,BGN,11383,1161,0,1283775,2243012,260193,80
180630100,Minions,Weekend,Bulgaria,2015-10-02,Minions,9,7,3747,BGN,6501,657,18,1297381,2250827,261020,87
180630100,Minions,Weekend,Bulgaria,2015-10-09,Minions,10,9,3615,BGN,6233,668,0,1309650,2257967,261801,94
180630100,Minions,Weekend,Bulgaria,2015-10-16,Minions,14,10,1457,BGN,2507,278,8,1269984,2185642,0,101
180630100,Minions,Weekend,Bulgaria,2015-10-23,Minions,15,14,1321,BGN,2341,272,7,1271315,2252897,0,108
180630100,Minions,Weekend,Bulgaria,2015-10-30,Minions,16,15,1663,BGN,2945,368,11,1272961,2254287,0,115
180630100,Minions,Weekend,Bulgaria,2015-11-06,Minions,18,16,868,BGN,1580,190,6,1273890,2318862,0,122
180630100,Minions,Weekend,Bulgaria,2015-11-13,Minions,19,18,642,BGN,1169,143,6,1274555,2321220,0,129
180630100,Minions,Weekend,Bulgaria,2015-11-20,Minions,18,19,626,BGN,1148,139,4,1275177,2338165,0,136
180630100,Minions,Weekend,Bulgaria,2015-11-27,Minions,18,18,435,BGN,803,102,2,1275604,2355913,0,143
180630100,Minions,Weekend,Bulgaria,2015-12-04,Minions,21,18,181,BGN,325,40,2,1275798,2290440,0,150
180630100,Minions,Weekend,Central America,2015-09-04,Minions,9,0,10065,,0,2563,11,7638694,0,0,60
180630100,Minions,Weekend,Central America,2015-09-11,Minions,10,9,2661,,0,753,4,7644270,0,0,67
180630100,Minions,Weekend,Central America,2015-09-18,Minions,10,10,1982,,0,581,2,7647766,0,0,74
180630100,Minions,Weekend,Chile,2015-07-10,Minions,1,0,2077547,CLP,1343460726,0,58,2466229,1594804740,0,4
180630100,Minions,Weekend,Chile,2015-07-17,Minions,1,1,2083109,CLP,1344810384,0,58,5983585,3862873829,0,11
180630100,Minions,Weekend,Chile,2015-07-24,Minions,1,1,1396515,CLP,923402531,0,58,8585565,5676940421,0,18
180630100,Minions,Weekend,Chile,2015-07-31,Minions,1,1,545360,CLP,366705027,0,64,9368585,6299521808,0,25
180630100,Minions,Weekend,Chile,2015-08-07,Minions,1,1,349699,CLP,236860784,0,55,9833216,6660308594,0,32
180630100,Minions,Weekend,Chile,2015-08-14,Minions,1,1,217861,CLP,149181148,0,62,10180003,6970795738,0,39
180630100,Minions,Weekend,Chile,2015-08-21,Minions,3,1,108857,CLP,75908686,0,54,10323743,7199002023,0,46
180630100,Minions,Weekend,Chile,2015-08-28,Minions,3,3,88088,CLP,60701441,0,51,10451748,7202299547,0,53
180630100,Minions,Weekend,Chile,2015-09-04,Minions,5,3,47420,CLP,32803748,0,49,10514894,7273891377,0,60
180630100,Minions,Weekend,Chile,2015-09-11,Minions,4,5,21041,CLP,14555539,0,36,10544939,7294675616,0,67
180630100,Minions,Weekend,Chile,2015-09-18,Minions,5,4,11969,CLP,8062931,0,34,10569169,7119933380,0,74
180630100,Minions,Weekend,Chile,2015-09-25,Minions,10,5,2352,CLP,1648286,0,8,10574572,7410681207,0,81
180630100,Minions,Weekend,Chile,2015-10-02,Minions,17,10,266,CLP,183500,0,1,10575998,7295855393,0,88
180630100,Minions,Weekend,China,2015-09-11,Minions,2,0,17630000,CNY,112364805,3516999,65714,17630000,112364805,0,2
180630100,Minions,Weekend,China,2015-09-18,Minions,1,2,18300000,CNY,116439240,3662263,45638,46830000,297969924,0,9
180630100,Minions,Weekend,China,2015-09-25,Minions,3,1,4500000,CNY,28681650,930719,13912,55230000,352019451,0,16
180630100,Minions,Weekend,China,2015-10-02,Minions,5,3,3760000,CNY,23898184,793390,7750,61030000,387900577,0,23
180630100,Minions,Weekend,China,2015-10-09,Minions,7,5,462193,CNY,2932615,0,12,67933745,431039612,0,30
180630100,Minions,Weekend,Colombia,2015-07-03,Minions,1,0,3281096,COP,8690490998,0,180,3281096,8690490998,0,4
180630100,Minions,Weekend,Colombia,2015-07-10,Minions,1,1,2115866,COP,5643244405,0,180,6459410,17227947962,0,11
180630100,Minions,Weekend,Colombia,2015-07-17,Minions,1,1,1141252,COP,3148994674,0,173,8588209,23696978754,0,18
180630100,Minions,Weekend,Colombia,2015-07-24,Minions,1,1,527030,COP,1502385395,0,169,9334289,26608920684,0,25
180630100,Minions,Weekend,Colombia,2015-07-31,Minions,1,1,293740,COP,840206993,0,150,9796383,28021343718,0,32
180630100,Minions,Weekend,Colombia,2015-08-07,Minions,1,1,166690,COP,489659826,0,101,10008821,29401389108,0,39
180630100,Minions,Weekend,Colombia,2015-08-14,Minions,2,1,71215,COP,212296857,0,100,10140048,30228186807,0,46
180630100,Minions,Weekend,Colombia,2015-08-21,Minions,8,2,34290,COP,106655071,0,59,10185871,31681971203,0,53
180630100,Minions,Weekend,Colombia,2015-08-28,Minions,10,8,17748,COP,56253566,0,43,10207788,32354320048,0,60
180630100,Minions,Weekend,Colombia,2015-09-04,Minions,10,10,11810,COP,36782110,0,30,10222670,31838389177,0,67
180630100,Minions,Weekend,Colombia,2015-09-11,Minions,14,10,3642,COP,11342967,0,12,10228212,31855649672,0,74
180630100,Minions,Weekend,Colombia,2015-09-18,Minions,11,14,4687,COP,13995382,0,14,10233153,30556195881,0,81
180630100,Minions,Weekend,Colombia,2015-09-25,Minions,14,11,95,COP,294333,30,3,8935666,27684836934,0,88
180630100,Minions,Weekend,Colombia,2015-10-02,Minions,13,14,101,COP,307110,0,3,10234337,31119447196,0,95
